Id,SalePrice
1461,121006.07456516079
1462,152652.665116896
1463,190288.89835746668
1464,182121.7626839827
1465,184533.8347745626
1466,186676.5294710586
1467,175986.0270900511
1468,165313.17322853894
1469,179502.2190313674
1470,129321.85728796486
1471,182204.53095236284
1472,94985.27192803942
1473,102467.34244505531
1474,147517.07408579224
1475,106156.05420835856
1476,345373.72294676374
1477,255040.9387797747
1478,304059.2788466229
1479,266732.16848528193
1480,483195.5582651818
1481,312674.4521379762
1482,200066.08066604534
1483,163774.44154430617
1484,150687.18152279808
1485,180691.47485065187
1486,198055.83601113196
1487,300790.71586531465
1488,234574.59280140937
1489,202151.04242930457
1490,218072.64175203998
1491,194301.00913005666
1492,89966.34942188604
1493,189526.98815110806
1494,282635.74194718665
1495,272369.76971329475
1496,215455.73165825303
1497,172741.14074158593
1498,158165.8666236099
1499,160508.3556129247
1500,157324.96052492002
1501,184947.07622648557
1502,151459.48314832014
1503,291884.6639452199
1504,232155.77872268084
1505,225116.7932138294
1506,164037.52952504173
1507,248139.81182545738
1508,194583.3947416483
1509,154858.6461121064
1510,148494.36042644212
1511,149176.88961271342
1512,166049.78078084352
1513,135922.4314733085
1514,169548.32351806844
1515,205853.67893666655
1516,142214.9825257241
1517,174053.813492589
1518,123910.1640171635
1519,223970.85761044486
1520,127547.20298466992
1521,137064.1123357552
1522,173282.32852351072
1523,105143.9623476116
1524,113077.11577987472
1525,119026.96373374792
1526,116654.9368297663
1527,110225.60970594743
1528,128626.54653111575
1529,156351.97335935445
1530,167548.18790411882
1531,93568.71095826759
1532,94987.29798774331
1533,143307.3918234456
1534,120725.26520126399
1535,152154.90327889656
1536,113375.7517954913
1537,75840.71334739667
1538,148263.5791840414
1539,194499.55337533646
1540,109213.19890867635
1541,135356.82631600866
1542,131399.22696072469
1543,207941.33152623737
1544,78574.03921792908
1545,103641.73392992475
1546,139207.06495275287
1547,127153.37599991704
1548,128586.92079469435
1549,116624.35880932731
1550,138543.62854440525
1551,112194.10346109471
1552,159314.584943441
1553,150514.59319837528
1554,105920.67630106435
1555,170714.0541045557
1556,88219.83646317075
1557,107361.7002614714
1558,96192.78747791593
1559,106110.29212725133
1560,122557.64926164412
1561,132701.09878920758
1562,138969.18407892328
1563,120609.66615087331
1564,158183.97361105122
1565,154735.08909463807
1566,216096.04250440057
1567,78196.88138963554
1568,222236.10501051543
1569,140828.2308916666
1570,151373.16491117093
1571,129182.86644390694
1572,152521.03948823712
1573,273747.828420394
1574,116772.87545157275
1575,203695.67846314746
1576,233409.8699957385
1577,197576.9113545989
1578,141189.2395494094
1579,151677.9223740615
1580,199050.0176479663
1581,158741.6331951413
1582,122174.00729397235
1583,329061.37830528535
1584,236099.41245391426
1585,141584.0528638548
1586,62183.86458549778
1587,104760.21457637458
1588,159935.954394619
1589,97695.95375738546
1590,132884.1677207254
1591,83004.99018691182
1592,115942.22119241545
1593,135492.8745400803
1594,243867.5720550145
1595,110581.00966852033
1596,238606.91902237036
1597,191243.45592570154
1598,200499.81766270337
1599,166974.9604481366
1600,165666.29103985688
1601,68814.02852861612
1602,112437.27731710747
1603,44914.62044056643
1604,277717.75954249536
1605,246714.1979972406
1606,164676.53000684816
1607,158926.33827278504
1608,217209.7300982175
1609,186135.03601961676
1610,160048.19434701267
1611,137643.7572572152
1612,164113.58703350762
1613,171864.29122066335
1614,129138.33739348929
1615,82310.67774163734
1616,61710.01260274091
1617,91422.22538603967
1618,119662.06080328868
1619,144544.12202401532
1620,172792.33358223556
1621,142144.89674717755
1622,139815.56859682684
1623,279584.25428350957
1624,211845.1012780087
1625,122112.11624166396
1626,161011.41070823543
1627,179914.32812388334
1628,290217.99879936164
1629,169973.1480915277
1630,366396.49510629155
1631,216438.71822616286
1632,242157.72306828827
1633,176451.0131243698
1634,183120.60169996743
1635,171459.4225809953
1636,146670.55136517063
1637,204325.20339620017
1638,197973.64341756894
1639,185150.75747553763
1640,268468.50570452266
1641,175482.619496229
1642,222739.1553561677
1643,207493.9417669945
1644,222211.2842454086
1645,210577.07096470648
1646,157172.75993251285
1647,154847.88309654364
1648,126839.84468247103
1649,134451.19606129444
1650,122502.64702247364
1651,125603.5021627204
1652,99998.54000608288
1653,98678.4573979801
1654,150929.185866363
1655,135387.72895921662
1656,144344.50639950729
1657,152654.4813351651
1658,145627.34580275416
1659,112725.20593528218
1660,167009.50124807726
1661,435831.8646202212
1662,390587.69215089176
1663,400059.8036794185
1664,365082.2198114789
1665,315517.6901448977
1666,305758.70211479755
1667,333116.6845570424
1668,355362.9718556931
1669,286420.9743107428
1670,367908.0627706024
1671,253888.74024129726
1672,459752.6620595182
1673,294726.2094235326
1674,238954.23593205464
1675,186967.75876051834
1676,191557.9659823994
1677,209656.8031271984
1678,458448.31058437156
1679,371530.1710177546
1680,368572.9785219882
1681,258160.45422365848
1682,316142.09745956876
1683,166989.4483740009
1684,177176.1825159782
1685,178381.14006708952
1686,162797.45382456025
1687,163096.3564756145
1688,182933.0528693656
1689,190229.9632985218
1690,195792.3142619596
1691,181983.3870507298
1692,260474.9899982345
1693,172253.92096824062
1694,179409.67013336712
1695,161593.93716015574
1696,270559.7195293065
1697,165757.00286609444
1698,367840.040759479
1699,333259.1140808988
1700,250027.0595040757
1701,273192.1148609332
1702,261822.963802985
1703,262206.5570408623
1704,289757.2062461167
1705,234819.66252761308
1706,350589.686642638
1707,205811.06140249036
1708,205579.7514416226
1709,279500.84248624457
1710,224274.82470138874
1711,243534.0504820878
1712,283608.9710266921
1713,268516.0115610707
1714,213048.8207374141
1715,204968.5552954711
1716,180172.5538863606
1717,165854.19840507896
1718,132051.30038585322
1719,201842.98660589114
1720,247755.76894132487
1721,156862.87441938903
1722,121679.06690318571
1723,150359.88228494467
1724,214886.93668712856
1725,243506.37538745187
1726,194621.15436213033
1727,150059.10736988546
1728,173269.42614905196
1729,173515.31089592323
1730,164895.96601887557
1731,122283.23658821857
1732,126292.79296734031
1733,121028.11348363617
1734,123683.01453866788
1735,137154.70739158022
1736,114052.05296772296
1737,335990.8604043162
1738,222562.66429573385
1739,298994.96888146957
1740,240085.4205159555
1741,208296.9396766242
1742,174009.09657939448
1743,167548.62827035834
1744,275762.59252586454
1745,183794.4194616401
1746,184769.00218963812
1747,207395.0440661627
1748,229291.96739105662
1749,149694.94903435287
1750,126106.24668100815
1751,241139.75353668898
1752,117696.22468106364
1753,140370.41953028349
1754,210374.4076258194
1755,169106.40089482508
1756,142319.48958721227
1757,115970.2412395283
1758,166550.3915000547
1759,158340.35144511866
1760,169672.7416845888
1761,156660.2974717548
1762,208963.1320577429
1763,172733.74941346404
1764,114038.76875497038
1765,152992.15246934094
1766,176429.65524954308
1767,208459.0431256788
1768,149940.70121876168
1769,163938.03077173606
1770,155566.6751395059
1771,135955.25196225563
1772,127298.97250802492
1773,145997.39928100666
